RBP_ID	Family_ID	RSource_ID	Motif_ID	MSource_ID	DBID	RBP_Name	RBP_Species	RBP_Status	Family_Name	RBDs	RBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	RBPSource_Name	RBPSource_URL	RBPSource_Year	RBPSource_Month	RBPSource_Day
T10179_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000033030	ZCCHC8	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10180_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000083223	ZCCHC6	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10181_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000122257	RBBP6	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10182_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000131732	ZCCHC9	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10183_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000134744	ZCCHC11	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10184_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000141664	ZCCHC2	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10185_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000147905	ZCCHC7	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10186_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000169714	CNBP	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10187_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000177764	ZCCHC3	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10188_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000179300	ZCCHC5	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10189_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000183258	DDX41	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10190_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000183837	PNMA3	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10191_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000187969	ZCCHC13	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10192_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000229924	RP11-1286E23.4	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T10193_0.6	F28_0.6	TS19_0.6	.	.	ENSG00000242265	PEG10	Homo_sapiens	N	CCHC ZF	zf-CCHC	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16509_0.6	F29_0.6	TS19_0.6	.	.	ENSG00000169621	APLF	Homo_sapiens	N	CCHH ZF	zf-CCHH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16852_0.6	F30_0.6	TS19_0.6	M082_0.6	MS2_0.6	ENSG00000006047	YBX2	Homo_sapiens	D	CSD	CSD	1	0.70	RNCMPT00084	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16853_0.6	F30_0.6	TS19_0.6	.	.	ENSG00000009307	CSDE1	Homo_sapiens	N	CSD	CSD	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16854_0.6	F30_0.6	TS19_0.6	M081_0.6	MS2_0.6	ENSG00000060138	CSDA	Homo_sapiens	I	CSD	CSD	1	0.70	RNCMPT00083	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16854_0.6	F30_0.6	TS19_0.6	M082_0.6	MS2_0.6	ENSG00000060138	CSDA	Homo_sapiens	I	CSD	CSD	1	0.70	RNCMPT00084	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16854_0.6	F30_0.6	TS19_0.6	M111_0.6	MS2_0.6	ENSG00000060138	CSDA	Homo_sapiens	I	CSD	CSD	1	0.70	RNCMPT00116	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16854_0.6	F30_0.6	TS19_0.6	M250_0.6	MS1_0.6	ENSG00000060138	CSDA	Homo_sapiens	I	CSD	CSD	1	0.70	114_7499328	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16854_0.6	F30_0.6	TS19_0.6	M254_0.6	MS1_0.6	ENSG00000060138	CSDA	Homo_sapiens	I	CSD	CSD	1	0.70	115_7499328	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16854_0.6	F30_0.6	TS19_0.6	M260_0.6	MS1_0.6	ENSG00000060138	CSDA	Homo_sapiens	I	CSD	CSD	1	0.70	130_11376140	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16855_0.6	F30_0.6	TS19_0.6	M081_0.6	MS2_0.6	ENSG00000065978	YB-1	Homo_sapiens	D	CSD	CSD	1	0.70	RNCMPT00083	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16855_0.6	F30_0.6	TS19_0.6	M111_0.6	MS2_0.6	ENSG00000065978	YB-1	Homo_sapiens	D	CSD	CSD	1	0.70	RNCMPT00116	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16856_0.6	F30_0.6	TS19_0.6	.	.	ENSG00000153048	CARHSP1	Homo_sapiens	N	CSD	CSD	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T16857_0.6	F30_0.6	TS19_0.6	.	.	ENSG00000172346	CSDC2	Homo_sapiens	N	CSD	CSD	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18784_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000080007	DDX43	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18785_0.6	F35_0.6	TS19_0.6	M339_0.6	MS1_0.6	ENSG00000088247	KHSRP	Homo_sapiens	D	KH	KH_1	1	0.70	906_17437629	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18785_0.6	F35_0.6	TS19_0.6	M340_0.6	MS1_0.6	ENSG00000088247	KHSRP	Homo_sapiens	D	KH	KH_1	1	0.70	906_17437629.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18785_0.6	F35_0.6	TS19_0.6	M341_0.6	MS1_0.6	ENSG00000088247	KHSRP	Homo_sapiens	D	KH	KH_1	1	0.70	906_17437629.2	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18785_0.6	F35_0.6	TS19_0.6	M342_0.6	MS1_0.6	ENSG00000088247	KHSRP	Homo_sapiens	D	KH	KH_1	1	0.70	906_17437629.3	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18786_0.6	F35_0.6	TS19_0.6	M043_0.6	MS2_0.6	ENSG00000090097	PCBP4	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00044	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18786_0.6	F35_0.6	TS19_0.6	M177_0.6	MS2_0.6	ENSG00000090097	PCBP4	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00186	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18786_0.6	F35_0.6	TS19_0.6	M188_0.6	MS2_0.6	ENSG00000090097	PCBP4	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00215	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18786_0.6	F35_0.6	TS19_0.6	M207_0.6	MS2_0.6	ENSG00000090097	PCBP4	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00239	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18786_0.6	F35_0.6	TS19_0.6	M211_0.6	MS2_0.6	ENSG00000090097	PCBP4	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00246	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18787_0.6	F35_0.6	TS19_0.6	M016_0.6	MS2_0.6	ENSG00000102081	FMR1	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00016	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18787_0.6	F35_0.6	TS19_0.6	M304_0.6	MS1_0.6	ENSG00000102081	FMR1	Homo_sapiens	D	KH	KH_1	1	0.70	471_15805463	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18787_0.6	F35_0.6	TS19_0.6	M305_0.6	MS1_0.6	ENSG00000102081	FMR1	Homo_sapiens	D	KH	KH_1	1	0.70	471_15805463.1	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18788_0.6	F35_0.6	TS19_0.6	M323_0.6	MS1_0.6	ENSG00000104967	NOVA2	Homo_sapiens	D	KH	KH_1	1	0.70	680_9789075	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18788_0.6	F35_0.6	TS19_0.6	M325_0.6	MS1_0.6	ENSG00000104967	NOVA2	Homo_sapiens	D	KH	KH_1	1	0.70	682_10811881	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18789_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000107164	FUBP3	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18790_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000111615	KRR1	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18791_0.6	F35_0.6	TS19_0.6	M176_0.6	MS2_0.6	ENSG00000112232	KHDRBS2	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00185	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18792_0.6	F35_0.6	TS19_0.6	M046_0.6	MS2_0.6	ENSG00000112531	QKI	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00047	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18792_0.6	F35_0.6	TS19_0.6	M262_0.6	MS1_0.6	ENSG00000112531	QKI	Homo_sapiens	D	KH	KH_1	1	0.70	149_16041388	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18792_0.6	F35_0.6	TS19_0.6	M281_0.6	MS1_0.6	ENSG00000112531	QKI	Homo_sapiens	D	KH	KH_1	1	0.70	279_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18793_0.6	F35_0.6	TS19_0.6	M152_0.6	MS2_0.6	ENSG00000114416	FXR1	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00161	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18794_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000115677	HDLBP	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18795_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000115946	PNO1	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18796_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000121057	AKAP1	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18797_0.6	F35_0.6	TS19_0.6	M160_0.6	MS2_0.6	ENSG00000121774	KHDRBS1	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00169	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18798_0.6	F35_0.6	TS19_0.6	M020_0.6	MS2_0.6	ENSG00000129245	FXR2	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00020	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18799_0.6	F35_0.6	TS19_0.6	M002_0.6	MS2_0.6	ENSG00000131503	ANKHD1	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00002	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18800_0.6	F35_0.6	TS19_0.6	M033_0.6	MS2_0.6	ENSG00000131773	KHDRBS3	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00034	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18801_0.6	F35_0.6	TS19_0.6	M002_0.6	MS2_0.6	ENSG00000132466	ANKRD17	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00002	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18802_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000132591	ERAL1	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18803_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000138303	ASCC1	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18804_0.6	F35_0.6	TS19_0.6	M322_0.6	MS1_0.6	ENSG00000139910	NOVA1	Homo_sapiens	D	KH	KH_1	1	0.70	679_9154818	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18804_0.6	F35_0.6	TS19_0.6	M324_0.6	MS1_0.6	ENSG00000139910	NOVA1	Homo_sapiens	D	KH	KH_1	1	0.70	681_10811881	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18805_0.6	F35_0.6	TS19_0.6	M339_0.6	MS1_0.6	ENSG00000162613	FUBP1	Homo_sapiens	I	KH	KH_1	1	0.70	906_17437629	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18805_0.6	F35_0.6	TS19_0.6	M340_0.6	MS1_0.6	ENSG00000162613	FUBP1	Homo_sapiens	I	KH	KH_1	1	0.70	906_17437629.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18805_0.6	F35_0.6	TS19_0.6	M341_0.6	MS1_0.6	ENSG00000162613	FUBP1	Homo_sapiens	I	KH	KH_1	1	0.70	906_17437629.2	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18805_0.6	F35_0.6	TS19_0.6	M342_0.6	MS1_0.6	ENSG00000162613	FUBP1	Homo_sapiens	I	KH	KH_1	1	0.70	906_17437629.3	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18806_0.6	F35_0.6	TS19_0.6	M026_0.6	MS2_0.6	ENSG00000165119	hnRNPK	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00026	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18807_0.6	F35_0.6	TS19_0.6	M177_0.6	MS2_0.6	ENSG00000169564	PCBP1	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00186	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18808_0.6	F35_0.6	TS19_0.6	M122_0.6	MS2_0.6	ENSG00000176624	MEX3C	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00129	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18809_0.6	F35_0.6	TS19_0.6	M122_0.6	MS2_0.6	ENSG00000181588	MEX3D	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00129	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18810_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000182134	TDRKH	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18811_0.6	F35_0.6	TS19_0.6	M122_0.6	MS2_0.6	ENSG00000183496	MEX3B	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00129	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18812_0.6	F35_0.6	TS19_0.6	M043_0.6	MS2_0.6	ENSG00000183570	PCBP3	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00044	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18812_0.6	F35_0.6	TS19_0.6	M177_0.6	MS2_0.6	ENSG00000183570	PCBP3	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00186	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18812_0.6	F35_0.6	TS19_0.6	M188_0.6	MS2_0.6	ENSG00000183570	PCBP3	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00215	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18812_0.6	F35_0.6	TS19_0.6	M207_0.6	MS2_0.6	ENSG00000183570	PCBP3	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00239	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18812_0.6	F35_0.6	TS19_0.6	M211_0.6	MS2_0.6	ENSG00000183570	PCBP3	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00246	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18813_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000184735	DDX53	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18814_0.6	F35_0.6	TS19_0.6	M043_0.6	MS2_0.6	ENSG00000197111	PCBP2	Homo_sapiens	D	KH	KH_1	1	0.70	RNCMPT00044	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18815_0.6	F35_0.6	TS19_0.6	.	.	ENSG00000203909	DPPA5	Homo_sapiens	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18816_0.6	F35_0.6	TS19_0.6	M323_0.6	MS1_0.6	ENSG00000248163	ENSG00000248163	Homo_sapiens	I	KH	KH_1	1	0.70	680_9789075	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18816_0.6	F35_0.6	TS19_0.6	M325_0.6	MS1_0.6	ENSG00000248163	ENSG00000248163	Homo_sapiens	I	KH	KH_1	1	0.70	682_10811881	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18816_0.6	F35_0.6	TS19_0.6	M326_0.6	MS1_0.6	ENSG00000248163	ENSG00000248163	Homo_sapiens	I	KH	KH_1	1	0.70	685_18978773	CLIP-seq	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18817_0.6	F35_0.6	TS19_0.6	M002_0.6	MS2_0.6	ENSG00000249536	ENSG00000249536	Homo_sapiens	I	KH	KH_1	1	0.70	RNCMPT00002	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18818_0.6	F35_0.6	TS19_0.6	M323_0.6	MS1_0.6	ENSG00000249644	ENSG00000249644	Homo_sapiens	I	KH	KH_1	1	0.70	680_9789075	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18818_0.6	F35_0.6	TS19_0.6	M325_0.6	MS1_0.6	ENSG00000249644	ENSG00000249644	Homo_sapiens	I	KH	KH_1	1	0.70	682_10811881	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T18818_0.6	F35_0.6	TS19_0.6	M326_0.6	MS1_0.6	ENSG00000249644	ENSG00000249644	Homo_sapiens	I	KH	KH_1	1	0.70	685_18978773	CLIP-seq	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22209_0.6	F38_0.6	TS19_0.6	M032_0.6	MS2_0.6	ENSG00000073792	IGF2BP2	Homo_sapiens	D	KH,RRM	KH_1,RRM_1	2	0.70	RNCMPT00033	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22209_0.6	F38_0.6	TS19_0.6	M294_0.6	MS1_0.6	ENSG00000073792	IGF2BP2	Homo_sapiens	D	KH,RRM	KH_1,RRM_1	2	0.70	356_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22210_0.6	F38_0.6	TS19_0.6	M163_0.6	MS2_0.6	ENSG00000136231	IGF2BP3	Homo_sapiens	D	KH,RRM	KH_1,RRM_1	2	0.70	RNCMPT00172	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22210_0.6	F38_0.6	TS19_0.6	M295_0.6	MS1_0.6	ENSG00000136231	IGF2BP3	Homo_sapiens	D	KH,RRM	KH_1,RRM_1	2	0.70	357_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22211_0.6	F38_0.6	TS19_0.6	M293_0.6	MS1_0.6	ENSG00000159217	IGF2BP1	Homo_sapiens	D	KH,RRM	KH_1,RRM_1	2	0.70	355_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22211_0.6	F38_0.6	TS19_0.6	M296_0.6	MS1_0.6	ENSG00000159217	IGF2BP1	Homo_sapiens	D	KH,RRM	KH_1,RRM_1	2	0.70	359_12507992	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22364_0.6	F39_0.6	TS19_0.6	.	.	ENSG00000138035	PNPT1	Homo_sapiens	N	KH,S1	KH_1,S1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22489_0.6	F40_0.6	TS19_0.6	.	.	ENSG00000122870	BICC1	Homo_sapiens	N	KH,SAM	KH_1,SAM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22749_0.6	F41_0.6	TS19_0.6	.	.	ENSG00000107929	LARP4B	Homo_sapiens	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22750_0.6	F41_0.6	TS19_0.6	.	.	ENSG00000138709	LARP1B	Homo_sapiens	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22751_0.6	F41_0.6	TS19_0.6	.	.	ENSG00000155506	LARP1	Homo_sapiens	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22752_0.6	F41_0.6	TS19_0.6	.	.	ENSG00000161813	LARP4	Homo_sapiens	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T23374_0.6	F42_0.6	TS19_0.6	.	.	ENSG00000138385	SSB	Homo_sapiens	N	La,RRM	La,RRM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
